1,3356
2,174
3,1299
4,2914
5,3257
6,6762
7,6453
8,6939
9,2828
10,1273
11,3549
12,701
13,6461
14,4436
15,209
16,9002
17,3491
18,20485
19,1239
20,3320
21,7018
22,12389
23,12956
24,7473
25,4323
26,3216
27,5511
28,7922
29,31133
30,5580
31,8359
32,20764
33,9498
34,8928
35,15412
36,262589
37,286
38,43531
39,29076
40,2516
41,18881
42,6830
43,4766
44,4637
45,12989
46,28917
47,7843
48,26615
49,16735
50,4826
51,8220
52,10026
53,4755
54,5588
55,11537
56,1221
57,10429
58,11164
59,12741
60,21219
61,24724
62,3303
63,9304
64,7029
65,8218
66,9318
67,8732
68,33891
69,31500
70,25478
71,702
72,4134
73,2764
74,22773
75,4713
76,7738
77,3786
78,4809
79,6128
80,46887
81,20804
82,9009
83,9121
84,35320
85,7474
86,2497
87,577
88,12714
89,3255
90,9050
91,21011
92,18101
93,6663
94,20115
95,12880
96,3209
97,3561
98,12874
99,5400
100,8708
101,11404
102,13249
103,3267
104,55410
105,7713
106,29049
107,4230
108,13237
109,24490
110,8167
111,20562
112,23520
113,20965
114,39792
115,6327
116,5617
117,21320
118,1257
119,10796
120,9505
121,5483
122,7385
123,24785
124,12883
125,8529
126,28329
127,16265
128,34984
129,15290
130,3292
131,4651
132,19151
133,50607
134,4788
135,9049
136,132602
137,12552
138,11427
139,52280
140,13030
141,32787
142,29791
143,196844
144,1764
145,7545
146,15772
147,4657
148,4837
149,12578
150,33491
151,17676
152,8881
153,3269
154,852
155,5089
156,22927
157,3223
158,4761
159,25933
160,53237
161,7303
162,35297
163,12695
164,2854
165,22561
166,812
167,8866
168,2603
169,3252
170,3327
171,15694
172,2856
173,6774
174,201053
175,721
176,37100
177,8641
178,3215
179,8447
180,28513
181,13789
182,6730
183,4648
184,8717
185,201054
186,44530
187,5603
188,16397
189,38082
190,7015
191,31042
192,16657
193,52320
194,23947
195,3741
196,27986
197,39392
198,14840
199,58463
200,17922
201,251
202,8400
203,48159
204,5650
205,8966
206,8551
207,2153
208,8501
209,3758
210,28368
211,31463
212,27064
213,38809
214,8595
215,39386
216,9299
217,23106
218,3352
219,57344
220,8455
221,39737
222,42861
223,703
224,12182
225,23005
226,17494
227,46786
228,7049
229,13768
230,34224
231,14868
232,20960
233,5391
234,13293
235,29226
236,1680
237,26554
238,58453
239,4725
240,21127
241,29632
242,18403
243,47872
244,30781
245,24218
246,12310
247,2119
248,9730
249,31027
250,6739
251,29208
252,2152
253,33651
254,45899
255,4775
256,1267
257,5541
258,262195
259,12715
260,28303
261,45820
262,45147
263,5713
264,12713
265,9198
266,201776
267,43727
268,38193
269,24130
270,10913
271,24482
272,60299
273,8657
274,8437
275,7575
276,15557
277,6667
278,39326
279,9848
280,7470
281,8262
282,42337
283,9500
284,6517
285,24748
286,9381
287,20001
288,45629
289,45177
290,3212
291,1853
292,9116
293,42020
294,42708
295,9901
296,29075
297,9583
298,16637
299,9503
300,15830
301,5518
302,22822
303,15576
304,11664
305,33363
306,2907
307,2686
308,5563
309,33287
310,8953
311,4739
312,4847
313,2381
314,12179
315,13094
316,33659
317,41313
318,28343
319,6910
320,4808
321,200612
322,28146
323,11351
324,34779
325,7568
326,13649
327,30844
328,52965
329,262206
330,3301
331,29119
332,28347
333,15924
334,35400
335,12302
336,48237
337,20632
338,32098
339,6181
340,33657
341,31242
342,12615
343,41059
344,41798
345,23352
346,2116
347,21548
348,21385
349,16150
350,23148
351,6421
352,7016
353,1759
354,19024
355,42979
356,4750
357,22356
358,33132
359,42525
360,47605
361,9822
362,50673
363,10912
364,22911
365,7552
366,33668
367,22652
368,18678
369,19108
370,8764
371,14745
372,58587
373,44237
374,6079
375,8767
376,18734
377,56258
378,37662
379,37282
380,3261
381,6908
382,8308
383,18747
384,28716
385,25577
386,8470
387,53062
388,28250
389,52720
390,31261
391,8151
392,11172
393,7381
394,11426
395,8926
396,13536
397,50928
398,5578
399,15895
400,58656
401,12129
402,20676
403,8331
404,6983
405,7004
406,31025
407,2687
408,199599
409,25159
410,17557
411,2519
412,10578
413,132884
414,8905
415,2711
416,1916
417,25899
418,16086
419,6768
420,5610
421,12963
422,17451
423,20225
424,9145
425,26677
426,4181
427,33660
428,19092
429,7162
430,3908
431,41095
432,9398
433,7992
434,28226
435,28745
436,52752
437,23498
438,9808
439,6503
440,36937
441,36994
442,58682
443,28210
444,600
445,2607
446,10223
447,8781
448,11014
449,60280
450,131744
451,36086
452,6736
453,52873
454,28598
455,14742
456,39134
457,60330
458,50606
459,4515
460,3910
461,14259
462,58717
463,6805
464,13194
465,61568
466,25408
467,58552
468,53087
469,56534
470,49063
471,27724
472,6866
473,26801
474,7795
475,8968
476,27552
477,43668
478,2588
479,197556
480,28283
481,29314
482,16814
483,35168
484,48858
485,49373
486,8492
487,42927
488,8452
489,11835
490,17054
491,28968
492,34123
493,27506
494,14265
495,10834
496,8121
497,15835
498,21488
499,9119
500,35819
501,10835
502,3900
503,12670
504,3302
505,9070
506,38930
507,35000
508,8468
509,13977
510,9457
511,8449
512,26592
513,12831
514,50304
515,4812
516,20473
517,132876
518,19271
519,10103
520,14744
521,58002
522,55002
523,15399
524,4610
525,8473
526,25761
527,12042
528,11096
529,1241
530,47232
531,37148
532,9269
533,10010
534,719
535,15802
536,25956
537,12025
538,12301
539,21414
540,5769
541,28202
542,6697
543,10143
544,263444
545,4768
546,20771
547,58601
548,2200
549,25180
550,13110
551,14717
552,37179
553,1136
554,6509
555,4621
556,9790
557,31287
558,10490
559,15958
560,33490
561,34772
562,3112
563,28910
564,21013
565,62081
566,29838
567,9957
568,12083
569,7643
570,4258
571,10217
572,33650
573,8932
574,10886
575,25074
576,50084
577,25291
578,59469
579,8342
580,62206
581,8591
582,8402
583,11992
584,5056
585,10910
586,44217
587,19551
588,37027
589,20080
590,35753
591,2518
592,22381
593,18351
